REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn05293	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	NONE	MATT FILE|CHRIS FILE	1621	1
rxn12639	Peptidase B (EC 3.4.11.23)	NONE	CHRIS FILE	1673	1
rxn12639	Membrane alanine aminopeptidase N (EC 3.4.11.2)	NONE	CHRIS FILE	1674	1
rxn12639	Isoaspartyl aminopeptidase (EC 3.4.19.5)	NONE	CHRIS FILE	1671	1
rxn12639	Methionine aminopeptidase (EC 3.4.11.18)	NONE	CHRIS FILE	1677	1
rxn12639	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	NONE	CHRIS FILE	1675	1
rxn12639	Asp-X dipeptidase	NONE	CHRIS FILE	1672	1
rxn12639	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12639	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn00859	Histidinol dehydrogenase (EC 1.1.1.23)	XXBOB	Hope	100951	0
rxn00926	Adenine deaminase (EC 3.5.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	565	1
rxn03080	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	569	1
rxn01285	D-malic enzyme (EC 1.1.1.83)	NONE	CHRIS FILE	570	1
rxn01285	Tartrate decarboxylase (EC 4.1.1.73)	NONE	CHRIS FILE	570	1
rxn05150	Zinc ABC transporter, ATP-binding protein ZnuC	NONE	CHRIS FILE	571	1
rxn05150	Zinc ABC transporter, periplasmic-binding protein ZnuA	NONE	CHRIS FILE	571	1
rxn05150	Zinc ABC transporter, inner membrane permease protein ZnuB	NONE	CHRIS FILE	571	1
rxn03085	F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase (EC 1.5.99.11)	NONE	Hope|MATT FILE	100952	1
rxn01761	L-rhamnose isomerase (EC 5.3.1.14)	NONE	Hope|MATT FILE|CHRIS FILE	575	1
rxn01761	Predicted L-rhamnose isomerase RhaI (EC 5.3.1.14)	NONE	Hope|MATT FILE	100953	1
rxn05199	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	576	1
rxn05199	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	2033	1
rxn05199	Nucleoside permease NupG	NONE	CHRIS FILE	2034	1
rxn02297	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	579	1
rxn02429	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	NONE	Hope|MATT FILE	100954	1
rxn09140	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1951	1
rxn01639	Formiminoglutamase (EC 3.5.3.8)	NONE	Hope|MATT FILE|CHRIS FILE	583	1
rxn05040	3,4-dihydroxy-2-butanone 4-phosphate synthase	NONE	Hope|MATT FILE|CHRIS FILE	584	1
rxn05040	GTP cyclohydrolase II (EC 3.5.4.25)	NONE	CHRIS FILE	584	1
rxn01204	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100955	1
rxn00105	Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1)	NONE	Hope|MATT FILE	100956	1
rxn00105	Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	NONE	Hope|MATT FILE	100957	1
rxn00105	Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1)	NONE	Hope|MATT FILE	100958	1
rxn00350	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE|CHRIS FILE	590	1
rxn00076	NAD pyrophosphatase, periplasmic  (EC 3.6.1.22)	NONE	Hope|MATT FILE	100959	1
rxn00076	DNA ligase (EC 6.5.1.2)	NONE	Hope	100960	0
rxn06041	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	NONE	Hope	100961	0
rxn05378	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	591	1
rxn05326	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	593	1
rxn10300	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	2024	1
rxn08813	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08813	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn09562	Guanylate kinase (EC 2.7.4.8)	NONE	CHRIS FILE	594	1
rxn05612	Melibiose carrier protein, Na+/melibiose symporter	NONE	CHRIS FILE	3011	1
rxn02103	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	Allantoin_Utilization	Hope|MATT FILE	100962	1
rxn00799	Fumarate hydratase class I, anaerobic (EC 4.2.1.2)	NONE	Hope|CHRIS FILE	1683	1
rxn00799	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NONE	Hope|MATT FILE	100963	1
rxn00799	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	NONE	Hope|MATT FILE	100964	1
rxn00799	potential Fumarate hydratase class II (EC 4.2.1.2)	NONE	Hope|MATT FILE	100965	1
rxn00799	Fumarate hydratase class II (EC 4.2.1.2)	NONE	Hope|MATT FILE|CHRIS FILE	601	1
rxn00799	Fumarate hydratase class I (EC 4.2.1.2)	NONE	Hope|MATT FILE	100966	1
rxn00313	Diaminopimelate decarboxylase (EC 4.1.1.20)	NONE	Hope|MATT FILE|CHRIS FILE	602	1
rxn03439	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	NONE	Hope|MATT FILE	100967	1
rxn09197	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE	1906	1
rxn02369	3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)	NONE	Hope|MATT FILE	100968	1
rxn02791	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	NONE	CHRIS FILE	604	1
rxn05455	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NONE	CHRIS FILE	614	1
rxn01972	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	615	1
rxn00086	Glutathione reductase (EC 1.8.1.7)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE	100969	1
rxn01187	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9)	NONE	Hope|MATT FILE	100970	1
rxn11944	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	NONE	CHRIS FILE	1059	1
rxn11268	Low-affinity inorganic phosphate transporter	NONE	CHRIS FILE	3043	1
rxn11268	Probable low-affinity inorganic phosphate transporter	NONE	CHRIS FILE	1742	1
rxn02885	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.10)	NONE	MATT FILE	100971	1
rxn02885	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68), HPAG2 subunit	NONE	Hope|MATT FILE	100972	1
rxn02885	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)	NONE	Hope	100973	0
rxn05344	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	624	1
rxn05344	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	Hope|MATT FILE|CHRIS FILE	624	1
rxn05344	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	NONE	Hope|MATT FILE	100974	1
rxn00676	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	627	1
rxn00676	3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	629	1
rxn01281	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Allantoin_Utilization	Hope|MATT FILE|MATT FILE|CHRIS FILE	630	1
rxn01281	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	630	1
rxn01281	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Allantoin_degradation	Hope|MATT FILE|MATT FILE|CHRIS FILE	630	1
rxn05387	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	626	1
rxn10339	Cardiolipin synthetase (EC 2.7.8.-)	NONE	CHRIS FILE	636	1
rxn10226	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	639	1
rxn03246	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NONE	CHRIS FILE	640	1
rxn03246	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	CHRIS FILE	640	1
rxn10237	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE	643	1
rxn01385	Xylitol dehydrogenase (EC 1.1.1.9)	NONE	Hope|MATT FILE	100975	1
rxn08583	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)	NONE	CHRIS FILE	2046	1
rxn00837	GMP reductase (EC 1.7.1.7)	NONE	Hope|MATT FILE|CHRIS FILE	646	1
rxn05248	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NONE	CHRIS FILE	655	1
rxn05248	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	NONE	CHRIS FILE	657	0
rxn08901	Malate:quinone oxidoreductase (EC 1.1.99.16)	NONE	CHRIS FILE	1679	1
rxn00634	Sorbitol dehydrogenase (EC 1.1.1.14)	NONE	Hope|MATT FILE|CHRIS FILE	662	1
rxn04159	Divinyl protochlorophyllide a 8-vinyl-reductase (EC 1.3.1.75)	NONE	MATT FILE	100976	1
rxn04159	divinyl protochlorophyllide a 8-vinyl-reductase (EC 1.3.1.75)	NONE	Hope	100977	0
rxn08796	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08796	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn03433	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	NONE	Hope|MATT FILE	100978	1
rxn08943	Maltodextrin phosphorylase (EC 2.4.1.1)	NONE	CHRIS FILE	1683	1
rxn03242	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NONE	CHRIS FILE	664	1
rxn03242	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	CHRIS FILE	664	1
rxn10223	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	665	1
rxn01459	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	CHRIS FILE	666	1
rxn05893	Ferredoxin--nitrite reductase (EC 1.7.7.1)	Nitrate_and_nitrite_ammonification	Hope|MATT FILE	100979	1
rxn10210	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	NONE	CHRIS FILE	1849	1
rxn10210	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	NONE	CHRIS FILE	1884	1
rxn10210	Phosphate:acyl-ACP acyltransferase PlsX	NONE	CHRIS FILE	1849	1
rxn08618	UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)	NONE	CHRIS FILE	2046	1
rxn00256	Citrate synthase (si) (EC 2.3.3.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	676	1
rxn00256	Citrate synthase (si) (EC 2.3.3.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	676	1
rxn00256	Citrate synthase (si) (EC 2.3.3.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	676	1
rxn00256	Citrate synthase (si) (EC 2.3.3.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	676	1
rxn00256	Citrate synthase, mitochondrial precursor (EC 2.3.3.1)	NONE	Hope|MATT FILE	100980	1
rxn01990	2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE	100981	1
rxn01990	2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	NONE	Hope|MATT FILE|MATT FILE	100982	1
rxn02503	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	NONE	Hope|MATT FILE|CHRIS FILE	678	1
rxn09101	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn09101	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1958	1
rxn03041	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68), HPAG2 subunit	NONE	Hope|MATT FILE	100983	1
rxn03041	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.-)	NONE	Hope|MATT FILE	100984	1
rxn01361	Dihydroorotate:ubiquinone oxidoreductase (EC 1.3.99.11)	De_Novo_Pyrimidine_Synthesis	Hope	100985	0
rxn01361	Orotate reductase (NADH) (EC 1.3.1.14)	De_Novo_Pyrimidine_Synthesis	Hope|MATT FILE	100986	1
rxn05349	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	Hope|MATT FILE|CHRIS FILE	680	1
rxn05349	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	680	1
rxn06848	Lipid A biosynthesis (KDO) 2-(lauroyl)-lipid IVA acyltransferase (EC 2.3.1.-)	NONE	Hope|MATT FILE	100987	1
rxn00131	AMP nucleosidase (EC 3.2.2.4)	NONE	Hope|MATT FILE	100988	1
rxn06294	Formylmethanofuran dehydrogenase (tungsten) subunit D (EC 1.2.99.5)	NONE	Hope	100989	0
rxn06294	Formylmethanofuran dehydrogenase (tungsten) subunit C (EC 1.2.99.5)	NONE	Hope	100990	0
rxn06294	Formylmethanofuran dehydrogenase (molybdenum) subunit D (EC 1.2.99.5)	NONE	Hope	100991	0
rxn06294	Formylmethanofuran dehydrogenase subunit C (EC 1.2.99.5)	NONE	Hope	100992	0
rxn06294	Formylmethanofuran dehydrogenase subunit A (EC 1.2.99.5)	NONE	Hope	100993	0
rxn06294	Formylmethanofuran dehydrogenase (molybdenum) subunit B (EC 1.2.99.5)	NONE	Hope	100994	0
rxn06294	Formylmethanofuran dehydrogenase subunit B (EC 1.2.99.5)	NONE	Hope	100995	0
rxn06294	Formylmethanofuran dehydrogenase (molybdenum) subunit C (EC 1.2.99.5)	NONE	Hope	100996	0
rxn06294	Formylmethanofuran dehydrogenase subunit D (EC 1.2.99.5)	NONE	Hope	100997	0
rxn06294	Formylmethanofuran dehydrogenase (tungsten) subunit B (EC 1.2.99.5)	NONE	Hope	100998	0
rxn00285	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00285	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00285	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00285	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00285	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00285	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	NONE	Hope|MATT FILE|CHRIS FILE	687	1
rxn00547	Fructokinase FrcK (EC 2.7.1.4)	NONE	Hope|MATT FILE	100999	1
rxn00547	Fructokinase (EC 2.7.1.4)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	688	1
rxn00547	Fructokinase (EC 2.7.1.4)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	688	1
rxn00547	Fructokinase (EC 2.7.1.4)	NONE	Hope|Hope|Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	688	1
rxn00547	Fructokinase (EC 2.7.1.4)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	688	1
rxn08845	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08845	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn10275	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	690	1
rxn00820	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101000	0
rxn00820	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101001	0
rxn00820	Respiratory nitrate reductase subunit, conjectural (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101002	0
rxn00820	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101003	0
rxn00820	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101004	0
rxn00820	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101005	0
rxn00820	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	Nitrate_and_nitrite_ammonification	Hope	101006	0
rxn08655	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NONE	CHRIS FILE	1679	1
rxn08655	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NONE	CHRIS FILE	1679	1
rxn08655	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NONE	CHRIS FILE	1679	1
rxn00672	Methylmalonyl-CoA decarboxylase, beta chain (EC 4.1.1.41)	NONE	Hope|MATT FILE	101007	1
rxn00672	Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)	NONE	Hope|MATT FILE	101008	1
rxn00672	Methylmalonyl-CoA decarboxylase (EC 4.1.1.41)	NONE	CHRIS FILE	1683	1
rxn10046	AA3-600 quinol oxidase subunit IV	NONE	CHRIS FILE	691	1
rxn10046	AA3-600 quinol oxidase subunit II	NONE	CHRIS FILE	691	1
rxn10046	AA3-600 quinol oxidase subunit IIII	NONE	CHRIS FILE	691	1
rxn10046	AA3-600 quinol oxidase subunit I	NONE	CHRIS FILE	691	1
rxn00473	Tryptophanase (EC 4.1.99.1)	NONE	Hope|MATT FILE	101009	1
rxn01989	Glucarate dehydratase (EC 4.2.1.40)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	693	1
rxn01989	Glucarate dehydratase (EC 4.2.1.40)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	693	1
rxn05374	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	692	1
rxn05506	Arsenical pump membrane protein	NONE	CHRIS FILE	2042	1
rxn05506	Arsenic efflux pump protein	NONE	CHRIS FILE	2043	1
rxn01484	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	NONE	Hope|MATT FILE|CHRIS FILE	695	1
rxn04143	D-malic enzyme (EC 1.1.1.83)	NONE	CHRIS FILE	694	1
rxn04143	Tartrate decarboxylase (EC 4.1.1.73)	NONE	CHRIS FILE	694	1
rxn00250	Pyruvate carboxyl transferase subunit A (EC 6.4.1.1)	NONE	Hope|MATT FILE	101010	1
rxn00250	Pyruvate carboxyl transferase (EC 6.4.1.1)	NONE	Hope|MATT FILE|CHRIS FILE	696	1
rxn00250	Pyruvate carboxyl transferase subunit B (EC 6.4.1.1)	NONE	Hope|MATT FILE	101011	1
rxn04794	Pyruvate formate-lyase (EC 2.3.1.54)	NONE	Hope|MATT FILE	101012	1
rxn04794	2-ketobutyrate formate-lyase (EC 2.3.1.-)	NONE	Hope|MATT FILE	101013	1
rxn10307	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	2024	1
rxn01334	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	NONE	Hope|MATT FILE	101014	1
rxn01334	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	NONE	Hope|MATT FILE|CHRIS FILE	699	1
rxn01847	D-malic enzyme (EC 1.1.1.83)	NONE	CHRIS FILE	700	1
rxn01847	Tartrate decarboxylase (EC 4.1.1.73)	NONE	CHRIS FILE	700	1
rxn06095	1,4-alpha-glucan (glycogen) branching enzyme (EC 2.4.1.18)	NONE	Hope	101015	0
rxn06095	Glycogen branching enzyme, archaeal type (EC 2.4.1.18)	NONE	Hope	101016	0
rxn01028	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)	NONE	Hope|MATT FILE	101017	1
rxn08087	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	CHRIS FILE	1931	1
rxn03188	Beta-ureidopropionase (EC 3.5.1.6)	NONE	Hope|MATT FILE	101018	1
rxn00599	5-aminolevulinate synthase (EC 2.3.1.37)	NONE	Hope|MATT FILE	101019	1
rxn05192	Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC	NONE	CHRIS FILE	716	1
rxn05192	Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)	NONE	CHRIS FILE	716	1
rxn05192	Glycine betaine ABC transport system, permease protein OpuAB	NONE	CHRIS FILE	716	1
rxn02989	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)	NONE	Hope|MATT FILE	101020	1
rxn03146	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-)	NONE	Hope|MATT FILE	101021	1
rxn09997	Thiamin biosynthesis protein ThiC	NONE	MATT FILE|CHRIS FILE	719	1
rxn05200	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	722	1
rxn05200	Nucleoside permease NupC	NONE	CHRIS FILE|CHRIS FILE	2033	1
rxn05200	Nucleoside permease NupG	NONE	CHRIS FILE	2034	1
rxn06443	Methionyl-tRNA synthetase (EC 6.1.1.10)	NONE	Hope	101022	0
rxn00770	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	725	1
rxn00770	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	725	1
rxn00192	N-acetylglutamate synthase (EC 2.3.1.1)	NONE	Hope|MATT FILE|CHRIS FILE	727	1
rxn00192	N-acetylglutamate synthase (EC 2.3.1.1)	NONE	Hope|MATT FILE|CHRIS FILE	727	1
rxn06375	Lysophospholipase L2 (EC 3.1.1.5)	NONE	Hope	101023	0
rxn06375	Lysophospholipase (EC 3.1.1.5)	NONE	Hope	101024	0
rxn04597	3-phenylpropionate dioxygenase ferredoxin subunit	NONE	CHRIS FILE	1683	1
rxn04597	3-phenylpropionate dioxygenase, beta subunit (EC 1.14.12.19)	NONE	Hope|MATT FILE	101025	1
rxn04597	3-phenylpropionate dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)	Flavohaemoglobin	Hope|CHRIS FILE	1683	1
rxn04597	3-phenylpropionate dioxygenase, alpha subunit (EC 1.14.12.19)	NONE	Hope|MATT FILE	101026	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101027	1
rxn05938	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	NONE	Hope|MATT FILE	101028	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101029	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101030	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, porF subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101031	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, porE subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101032	1
rxn05938	Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1)	NONE	Hope|MATT FILE	101033	1
rxn01057	Lactate racemase (EC 5.1.2.1)	NONE	Hope|MATT FILE	101034	1
rxn00611	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	741	1
rxn00611	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	741	1
rxn00211	UDP-glucose dehydrogenase (EC 1.1.1.22)	NONE	Hope|CHRIS FILE	743	1
rxn00145	L-lactate dehydrogenase (EC 1.1.2.3)	NONE	MATT FILE|MATT FILE	101035	1
rxn00145	L-lactate dehydrogenase (EC 1.1.2.3)	NONE	Hope|MATT FILE|MATT FILE	101036	1
rxn00588	Catechol 1,2-dioxygenase (EC 1.13.11.1)	NONE	Hope|MATT FILE	101037	1
rxn00588	Catechol 1,2-dioxygenase (EC 1.13.11.1)	NONE	Hope|MATT FILE	101038	1
rxn00182	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), eukaryotic type	NONE	Hope|MATT FILE	101039	1
rxn00182	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	NONE	Hope|MATT FILE	101040	1
rxn00182	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	NONE	Hope|MATT FILE	101041	1
rxn05028	Solanesyl diphosphate synthase (Sds) (EC 2.5.1.11)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE	101042	1
rxn02788	4-oxalocrotonate tautomerase (EC 5.3.2.-)	NONE	CHRIS FILE	329	1
rxn02832	O-succinylbenzoate-CoA synthase (EC 4.2.1.-)	NONE	Hope|MATT FILE|CHRIS FILE	748	1
rxn09315	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn09315	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn09315	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn09167	Pyruvate oxidase, CidC	NONE	CHRIS FILE	1680	1
rxn09167	Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	NONE	CHRIS FILE	1679	1
rxn02263	L-fucose isomerase (EC 5.3.1.25)	NONE	Hope|MATT FILE	101043	1
rxn00289	Methylisocitrate lyase (EC 4.1.3.30)	NONE	Hope|MATT FILE|CHRIS FILE	750	1
rxn00751	[M] COG0510 Predicted choline kinase involved in LPS biosynthesis	NONE	CHRIS FILE	2046	1
rxn03393	3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	NONE	Hope|MATT FILE	101044	1
